Complaint ID,Company Response to Consumer,Timely Response,Consumer Disputed
988558,Closed with explanation,Yes,No
989259,Closed with explanation,Yes,No
1017360,Closed with explanation,Yes,No
1010831,Closed with explanation,Yes,Yes
980221,Closed with explanation,Yes,No
1010806,Closed with explanation,Yes,No
1010762,Closed with explanation,Yes,No
1024386,Closed with explanation,Yes,No
1017372,Closed with explanation,Yes,No
988069,Closed with explanation,Yes,No
1024403,Closed with explanation,Yes,No
980238,Closed with non-monetary relief,Yes,No
1017387,Closed with explanation,Yes,No
1024412,Closed with explanation,Yes,Yes
980239,Closed with explanation,Yes,No
980247,Closed with non-monetary relief,Yes,No
1017554,Closed with explanation,Yes,Yes
979470,Closed with explanation,Yes,No
1017395,Closed with non-monetary relief,Yes,No
1010048,Closed with explanation,Yes,Yes
1024420,Untimely response,No,
1010050,Closed with monetary relief,Yes,No
1017575,Closed with explanation,Yes,No
1017402,Closed with explanation,Yes,No
1010821,Closed with explanation,Yes,No
1024407,Closed with explanation,Yes,No
979471,Closed with explanation,Yes,No
1024435,Closed with explanation,Yes,No
1017415,Closed with non-monetary relief,Yes,No
979395,Closed with explanation,Yes,No
1017626,Closed with explanation,Yes,No
979388,Closed with explanation,Yes,No
1017439,Closed with explanation,Yes,No
1017444,Closed with explanation,No,
1017621,Closed with non-monetary relief,Yes,No
1024465,Closed with explanation,Yes,No
1017623,Closed with explanation,Yes,Yes
979403,Closed with explanation,Yes,No
981055,Closed with explanation,Yes,No
1010062,Closed with explanation,Yes,No
1024478,Closed with explanation,Yes,No
1017607,Closed with explanation,Yes,No
1025337,Closed with explanation,Yes,Yes
1017462,Closed with explanation,Yes,No
979474,Closed with explanation,Yes,No
1025738,Closed with explanation,Yes,Yes
1017467,Closed with explanation,Yes,No
981201,Closed with explanation,Yes,Yes
980315,Closed with explanation,Yes,No
1024502,Closed with explanation,Yes,No
980325,Closed with explanation,Yes,No
1010092,Closed with explanation,Yes,No
1017482,Closed,Yes,No
980343,Closed,Yes,No
1023876,Closed with explanation,Yes,No
1024525,Closed with explanation,Yes,No
1017505,Closed with explanation,Yes,No
1010049,Closed with explanation,Yes,No
1017508,Closed with explanation,Yes,No
1024534,Closed with explanation,Yes,Yes
980359,Closed with non-monetary relief,Yes,Yes
1017512,Closed with explanation,Yes,No
1025357,Closed with explanation,Yes,Yes
979511,Closed with explanation,Yes,No
979475,Closed with explanation,Yes,No
981200,Closed with explanation,Yes,Yes
1024545,Closed with explanation,Yes,Yes
1010735,Closed with explanation,Yes,No
1017563,Closed with explanation,Yes,No
1017564,Closed with explanation,Yes,No
1017565,Closed with non-monetary relief,Yes,No
1017581,Closed with explanation,Yes,Yes
1024554,Closed with explanation,Yes,No
1009323,Closed with explanation,Yes,No
1024555,Closed with explanation,Yes,No
1024517,Closed with explanation,Yes,Yes
1017533,Closed with explanation,Yes,No
1017534,Closed with explanation,No,No
1017535,Closed with non-monetary relief,Yes,Yes
980395,Closed with explanation,Yes,No
1017593,Closed with explanation,Yes,Yes
1017547,Closed with explanation,Yes,No
980416,Closed with explanation,Yes,No
1024598,Closed with explanation,Yes,No
980423,Closed with explanation,Yes,No
1024599,Closed with explanation,Yes,No
1017666,Closed with non-monetary relief,Yes,No
1017654,Closed with explanation,Yes,No
1024616,Closed with non-monetary relief,Yes,No
1025367,Closed with explanation,Yes,No
1017675,Closed with explanation,Yes,Yes
1025465,Closed with monetary relief,Yes,No
1024650,Closed with explanation,Yes,Yes
1024659,Closed with explanation,Yes,No
980472,Closed,Yes,No
1024518,Closed with explanation,Yes,Yes
979387,Closed with monetary relief,Yes,No
1017811,Closed with explanation,Yes,No
1017708,Closed with explanation,Yes,No
979241,Closed with explanation,Yes,Yes
1017805,Closed with explanation,Yes,Yes
1017715,Closed with monetary relief,Yes,No
1017801,Closed with explanation,Yes,No
979420,Closed with explanation,Yes,No
1017721,Closed with explanation,Yes,Yes
1017802,Closed with explanation,Yes,No
1024706,Closed with explanation,Yes,No
1024711,Closed with explanation,Yes,Yes
1017736,Closed with explanation,Yes,No
1017788,Closed with explanation,Yes,No
1017737,Closed with non-monetary relief,Yes,No
1017738,Closed with explanation,Yes,No
1023902,Closed with explanation,Yes,Yes
1024721,Closed with explanation,Yes,Yes
1017741,Closed with non-monetary relief,Yes,No
1017749,Closed with explanation,Yes,No
1023869,Closed with non-monetary relief,Yes,No
1017790,Closed with non-monetary relief,Yes,No
1017760,Closed,Yes,No
1017765,Closed with explanation,Yes,No
1017767,Closed with explanation,Yes,No
1017768,Closed with explanation,Yes,No
980555,Closed with explanation,Yes,No
980552,Closed with explanation,Yes,Yes
980562,Closed with explanation,Yes,No
1019456,Closed with explanation,Yes,Yes
1024763,Closed with non-monetary relief,Yes,No
1024781,Closed with explanation,Yes,No
1017913,Closed with explanation,Yes,No
1024785,Closed with monetary relief,Yes,No
1017917,Closed with explanation,Yes,No
1017918,Closed with explanation,Yes,No
980587,Closed with explanation,Yes,No
980611,Closed with monetary relief,Yes,No
1017922,Closed with monetary relief,Yes,No
1023844,Closed with explanation,Yes,Yes
1017928,Closed with explanation,Yes,No
1017930,Closed with explanation,Yes,No
1025371,Closed with explanation,Yes,No
1017932,Closed with explanation,Yes,No
980614,Closed with explanation,Yes,No
1025373,Closed with explanation,Yes,No
1017944,Closed with explanation,Yes,No
1017950,Closed with explanation,Yes,No
980593,Closed with non-monetary relief,Yes,No
981474,Closed with explanation,Yes,No
980738,Closed with monetary relief,Yes,No
1018037,Closed with explanation,Yes,No
1017982,Closed with non-monetary relief,Yes,No
1018071,Closed with explanation,Yes,No
1018163,Closed with explanation,Yes,No
1019348,Closed with explanation,Yes,No
1018120,Closed with explanation,Yes,No
1019317,Closed with explanation,Yes,No
1024841,Closed with monetary relief,Yes,No
1024843,Closed with non-monetary relief,Yes,No
1024845,Closed with explanation,Yes,No
1018041,Closed with monetary relief,Yes,No
1025375,Closed with explanation,Yes,Yes
1017998,Closed with explanation,Yes,No
1018142,Closed with non-monetary relief,Yes,No
1023911,Closed with explanation,Yes,Yes
1025735,Closed with explanation,Yes,No
1017983,Closed with explanation,Yes,No
1025308,Closed with monetary relief,Yes,No
1019302,Closed with non-monetary relief,Yes,No
1024793,Closed with non-monetary relief,Yes,No
980310,Closed with explanation,Yes,Yes
979310,Closed with explanation,Yes,No
1019526,Closed with non-monetary relief,Yes,No
1024906,Closed with explanation,Yes,No
1024910,Closed with explanation,Yes,No
1024913,Closed with explanation,Yes,No
1024916,Closed with non-monetary relief,Yes,No
1024892,Closed with non-monetary relief,Yes,No
1024893,Closed with explanation,Yes,Yes
1024933,Closed with explanation,Yes,No
1019554,Closed with monetary relief,Yes,No
1024894,Closed with explanation,Yes,Yes
1023863,Closed with explanation,Yes,No
1018063,Closed with explanation,Yes,No
1018059,Closed with explanation,Yes,No
1023912,Closed with explanation,Yes,Yes
1024952,Closed with explanation,Yes,No
1019499,Closed with explanation,Yes,Yes
1018103,Closed with explanation,Yes,No
1018109,Closed with non-monetary relief,Yes,No
1025004,Closed with explanation,Yes,Yes
1025007,Closed with monetary relief,Yes,No
1025009,Closed with explanation,Yes,No
1025017,Closed,Yes,No
1025376,Closed with explanation,Yes,Yes
1023887,Closed with non-monetary relief,Yes,No
1025063,Closed with explanation,Yes,Yes
1025836,Closed with explanation,Yes,Yes
994689,Closed with explanation,Yes,No
995641,Closed with explanation,Yes,Yes
994537,Closed with explanation,Yes,No
995644,Closed with explanation,Yes,Yes
1025105,Closed with explanation,Yes,No
994543,Closed with non-monetary relief,Yes,No
994197,Closed with explanation,Yes,No
1025123,Closed with explanation,No,No
1025125,Closed with explanation,Yes,No
1025534,Closed with explanation,Yes,No
995705,Closed with explanation,Yes,No
995706,Closed with non-monetary relief,Yes,No
1025026,Closed with explanation,Yes,No
1023905,Closed with explanation,Yes,Yes
1025027,Closed with explanation,Yes,No
1025151,Closed with explanation,Yes,No
995707,Closed with explanation,Yes,No
1025028,Closed with explanation,Yes,No
995710,Closed with explanation,Yes,No
994573,Closed with explanation,Yes,Yes
995711,Closed with non-monetary relief,Yes,No
1025517,Closed with explanation,Yes,No
1025169,Closed with non-monetary relief,Yes,No
994535,Closed with explanation,Yes,No
1025031,Closed with explanation,Yes,No
1025032,Closed with explanation,Yes,No
995732,Closed with explanation,Yes,Yes
995735,Closed with explanation,Yes,No
1025368,Closed with explanation,Yes,No
1023884,Closed with explanation,Yes,No
995757,Closed with non-monetary relief,Yes,No
995770,Closed with explanation,Yes,No
1025198,Closed with explanation,Yes,No
995758,Closed with non-monetary relief,Yes,No
1025204,Closed with explanation,Yes,No
1025209,Closed with explanation,Yes,No
995823,Closed with explanation,Yes,No
995802,Closed with explanation,Yes,Yes
994342,Closed with explanation,Yes,No
995810,Closed with explanation,Yes,No
995816,Closed with explanation,Yes,No
995831,Closed with monetary relief,Yes,No
995837,Closed with explanation,Yes,No
995838,Closed with explanation,Yes,No
994277,Closed with explanation,Yes,No
994559,Closed with explanation,Yes,No
995874,Closed with explanation,Yes,No
995893,Closed with explanation,Yes,No
995901,Closed with explanation,Yes,No
994237,Closed with explanation,Yes,No
995931,Closed with explanation,Yes,No
995966,Closed with explanation,Yes,No
996304,Closed with explanation,Yes,No
996012,Closed with monetary relief,Yes,Yes
988193,Closed with non-monetary relief,Yes,Yes
989634,Closed with explanation,Yes,Yes
988385,Closed with explanation,Yes,Yes
996042,Closed with explanation,Yes,No
988400,Closed with explanation,Yes,No
996050,Closed with explanation,Yes,Yes
988407,Closed with explanation,Yes,No
996057,Closed with non-monetary relief,Yes,No
988117,Closed with non-monetary relief,Yes,Yes
994693,Closed with explanation,Yes,No
996069,Closed with explanation,Yes,No
994694,Closed with explanation,Yes,No
996071,Closed with non-monetary relief,Yes,No
996064,Closed with explanation,Yes,No
994171,Closed with explanation,Yes,Yes
996616,Closed with explanation,Yes,No
988475,Closed with explanation,Yes,No
998181,Closed with explanation,Yes,No
996488,Closed with explanation,Yes,Yes
988488,Closed with explanation,Yes,No
996638,Closed with explanation,Yes,No
996581,Closed with explanation,Yes,No
988499,Closed with non-monetary relief,Yes,No
996646,Closed with explanation,Yes,Yes
996647,Closed with non-monetary relief,Yes,No
988502,Closed with explanation,Yes,No
996649,Closed with explanation,Yes,No
979517,Closed with monetary relief,Yes,No
1002975,Closed with explanation,Yes,No
996660,Closed with explanation,Yes,No
980676,Closed with explanation,Yes,No
979231,Closed with explanation,Yes,No
996664,Closed with explanation,Yes,No
997969,Closed with explanation,Yes,No
1003549,Closed with explanation,Yes,No
979548,Closed with explanation,Yes,No
996674,Closed with explanation,Yes,Yes
996678,Closed with non-monetary relief,Yes,No
996681,Closed with explanation,Yes,No
996602,Closed with explanation,Yes,Yes
996683,Closed with explanation,Yes,No
980597,Closed with non-monetary relief,Yes,No
1003570,Closed with non-monetary relief,Yes,No
1003582,Closed with explanation,Yes,Yes
996696,Closed with explanation,Yes,No
1003584,Closed with explanation,Yes,No
1003175,Closed with explanation,Yes,No
1002922,Closed with explanation,Yes,No
980711,Closed with explanation,Yes,No
980713,Closed with monetary relief,Yes,No
996709,Closed with explanation,Yes,No
1002981,Closed with explanation,Yes,No
1003274,Closed with explanation,No,No
981173,Closed with explanation,Yes,Yes
1003184,Closed with explanation,Yes,No
996717,Closed with explanation,Yes,Yes
988140,Closed with explanation,Yes,Yes
1003183,Closed with non-monetary relief,Yes,No
980727,Closed with explanation,Yes,No
996723,Closed with explanation,Yes,Yes
996320,Closed with explanation,Yes,No
996726,Closed with monetary relief,Yes,No
988554,Closed with explanation,Yes,No
988608,Closed with explanation,Yes,No
1010807,Closed with explanation,Yes,No
997417,Closed with explanation,Yes,Yes
1003617,Closed with explanation,Yes,No
1003619,Closed with explanation,Yes,No
988156,Closed with explanation,Yes,No
1010724,Closed with explanation,Yes,No
997217,Closed with explanation,Yes,No
988633,Closed with explanation,Yes,No
980758,Closed with explanation,Yes,No
988636,Closed with monetary relief,Yes,No
979550,Closed with explanation,Yes,Yes
980759,Closed with explanation,Yes,Yes
997426,Closed with explanation,Yes,No
979279,Closed with explanation,Yes,No
979513,Closed with non-monetary relief,Yes,No
1010248,Closed with explanation,Yes,Yes
1003150,Closed with explanation,Yes,No
1010253,Closed with explanation,Yes,No
1011060,Closed with explanation,Yes,No
979236,Closed with non-monetary relief,Yes,No
980601,Closed with explanation,Yes,No
988667,Closed,Yes,No
988208,Closed with explanation,Yes,No
1002928,Closed with explanation,Yes,No
1010268,Closed with non-monetary relief,Yes,No
980787,Closed with explanation,Yes,No
1002958,Closed with monetary relief,Yes,Yes
1003674,Closed with explanation,Yes,No
996769,Closed with explanation,Yes,No
1010285,Closed with explanation,Yes,No
988690,Closed with non-monetary relief,Yes,No
980753,Closed with non-monetary relief,Yes,No
1010292,Closed with explanation,Yes,Yes
988698,Closed with explanation,Yes,No
996448,Closed with explanation,Yes,No
1003105,Closed with monetary relief,Yes,No
979539,Closed with explanation,Yes,No
1003698,Closed with explanation,Yes,No
980607,Closed with explanation,Yes,No
1003699,Closed with monetary relief,Yes,Yes
979343,Closed with explanation,Yes,No
988041,Closed with explanation,Yes,No
996805,Closed with explanation,Yes,No
1003050,Closed with explanation,Yes,No
1010313,Closed with explanation,Yes,No
980822,Closed with non-monetary relief,Yes,No
980825,Closed with explanation,Yes,No
1011117,Closed with non-monetary relief,Yes,No
996814,Closed with explanation,Yes,No
1010321,Closed with explanation,Yes,Yes
1010213,Closed with explanation,Yes,No
980833,Closed with explanation,Yes,Yes
988729,Closed with non-monetary relief,Yes,No
988730,Closed with explanation,Yes,No
988731,Closed with explanation,Yes,No
1010334,Closed with explanation,Yes,No
980991,Closed with explanation,Yes,No
980841,Closed with explanation,Yes,No
996825,Closed with explanation,Yes,No
989592,Closed with explanation,Yes,No
996832,Closed with explanation,Yes,No
1003732,Closed with explanation,Yes,Yes
981096,Closed with explanation,Yes,No
996846,Closed with explanation,Yes,No
1010330,Closed with explanation,Yes,No
1003310,Closed with explanation,Yes,Yes
1018135,Closed with explanation,Yes,Yes
1010359,Closed with explanation,Yes,No
988754,Closed with explanation,Yes,No
1003759,Closed with non-monetary relief,Yes,No
979234,Closed with non-monetary relief,Yes,No
988764,Closed with explanation,Yes,Yes
1011044,Closed with explanation,Yes,No
988768,Closed with explanation,Yes,No
988772,Closed with explanation,Yes,No
1018161,Closed with explanation,Yes,No
1003780,Closed with explanation,Yes,No
1019461,Closed with explanation,Yes,No
980885,Closed with explanation,Yes,No
1011153,Closed with monetary relief,Yes,No
996897,Closed with explanation,Yes,No
1018168,Closed with explanation,Yes,No
1010398,Closed with explanation,Yes,No
979319,Closed with explanation,Yes,No
996540,Closed with explanation,Yes,No
980892,Closed with monetary relief,Yes,No
996913,Closed with explanation,Yes,No
979427,Closed with explanation,Yes,No
1017974,Closed with explanation,Yes,No
980907,Closed with explanation,Yes,No
996924,Closed with explanation,Yes,No
980915,Closed with explanation,Yes,Yes
989861,Closed with explanation,Yes,No
988008,Closed with explanation,Yes,No
1003304,Closed with non-monetary relief,Yes,No
1010788,Closed with non-monetary relief,Yes,No
1010439,Closed with explanation,Yes,Yes
1019419,Closed with explanation,Yes,No
1003833,Closed with non-monetary relief,Yes,No
1011155,Closed with explanation,Yes,No
1010445,Closed with explanation,Yes,No
980936,Closed with explanation,Yes,No
1010452,Closed with explanation,Yes,No
996943,Closed with explanation,Yes,Yes
1010460,Closed with explanation,Yes,Yes
996420,Closed with non-monetary relief,Yes,No
1010468,Closed with explanation,Yes,No
1018228,Closed with non-monetary relief,Yes,No
1018229,Closed with explanation,Yes,Yes
988470,Closed with explanation,Yes,No
1003858,Closed with explanation,Yes,No
1010474,Closed with monetary relief,Yes,No
988105,Closed with explanation,Yes,No
996974,Closed with explanation,Yes,No
988841,Closed with explanation,Yes,No
1018237,Closed with explanation,Yes,No
981797,Closed with explanation,Yes,No
980968,Closed with explanation,Yes,No
988194,Closed with explanation,Yes,No
996982,Closed with explanation,Yes,No
1019385,Closed with explanation,Yes,Yes
1017836,Closed with explanation,Yes,No
998220,Closed with explanation,Yes,Yes
1003859,Closed with explanation,Yes,No
1003008,Closed with explanation,Yes,No
979417,Closed with explanation,Yes,No
1018244,Closed with explanation,Yes,No
996989,Closed with non-monetary relief,Yes,No
980982,Closed with explanation,Yes,No
996996,Closed,Yes,No
997004,Closed with explanation,Yes,No
1019355,Closed with explanation,Yes,Yes
1018254,Closed,Yes,No
1018257,Closed with explanation,Yes,No
980993,Closed with explanation,Yes,Yes
981799,Closed with explanation,Yes,Yes
1019376,Closed with explanation,Yes,No
1019523,Closed with explanation,Yes,No
996936,Closed with explanation,Yes,No
979322,Closed with explanation,Yes,No
981009,Closed with non-monetary relief,Yes,No
988884,Closed with explanation,Yes,Yes
1003860,Closed with explanation,Yes,No
979415,Closed with explanation,Yes,Yes
981012,Closed with explanation,Yes,No
997029,Closed with explanation,Yes,No
1010536,Closed with explanation,Yes,No
988889,Closed with explanation,Yes,No
997035,Closed,No,No
1002994,Closed with explanation,Yes,No
981023,Closed with explanation,Yes,No
1018281,Closed with explanation,Yes,No
1018284,Closed with explanation,Yes,No
981033,Closed with explanation,Yes,No
1004238,Closed with explanation,Yes,No
1010565,Closed with non-monetary relief,Yes,No
1003952,Closed with non-monetary relief,Yes,No
1018299,Closed with explanation,Yes,No
1003953,Closed with explanation,Yes,No
1003809,Closed with explanation,Yes,No
1003956,Closed with explanation,Yes,No
988211,Closed with explanation,Yes,Yes
988917,Closed with non-monetary relief,Yes,No
988918,Closed with non-monetary relief,Yes,No
997075,Closed with explanation,Yes,Yes
1003874,Closed with monetary relief,Yes,No
1010579,Closed,Yes,No
997090,Closed with non-monetary relief,Yes,No
981077,Closed with non-monetary relief,Yes,No
988890,Closed,Yes,No
1003969,Closed with explanation,Yes,No
996318,Closed with explanation,Yes,No
1010581,Closed with explanation,Yes,Yes
1003970,Closed with explanation,Yes,Yes
1003980,Closed with explanation,Yes,No
1002936,Closed with explanation,Yes,No
981086,Closed with monetary relief,Yes,No
1002892,Closed with explanation,Yes,No
981091,Closed with non-monetary relief,Yes,No
1003985,Closed,Yes,Yes
1002954,Closed with explanation,Yes,Yes
1011095,Closed with explanation,Yes,No
981103,Closed with explanation,Yes,No
997117,Closed with explanation,Yes,No
981078,Closed with explanation,Yes,No
1010583,Closed with non-monetary relief,Yes,No
981112,Closed with explanation,Yes,Yes
997165,Closed with explanation,Yes,No
1010622,Closed with explanation,Yes,No
1004002,Closed with explanation,Yes,No
997125,Closed with non-monetary relief,Yes,Yes
989626,Closed with explanation,Yes,No
981116,Closed with explanation,Yes,Yes
981117,Closed with explanation,Yes,No
1003257,Closed with explanation,Yes,No
996864,Closed with explanation,Yes,No
988967,Closed with explanation,Yes,No
1003965,Closed with explanation,Yes,No
1003307,Closed,Yes,Yes
981138,Closed with explanation,Yes,No
998180,Closed with explanation,Yes,No
1010644,Closed with non-monetary relief,Yes,No
1002897,Closed with explanation,Yes,No
989627,Closed with explanation,Yes,No
997150,Closed with explanation,Yes,No
981809,Closed with explanation,Yes,No
981811,Closed with explanation,Yes,No
1018371,Closed with explanation,Yes,No
1019282,Closed with explanation,Yes,No
997151,Closed with explanation,Yes,No
981557,Closed with explanation,Yes,No
1010760,Closed with explanation,Yes,No
997164,Closed with explanation,Yes,No
981819,Closed with explanation,Yes,No
988987,Closed with non-monetary relief,Yes,No
988992,Closed with explanation,Yes,No
1018377,Closed,Yes,No
981749,Closed with explanation,Yes,No
1009521,Closed with explanation,Yes,No
1004045,Closed with explanation,Yes,No
981533,Closed with explanation,Yes,Yes
988988,Closed with explanation,Yes,No
981830,Closed with non-monetary relief,Yes,No
989005,Closed with explanation,Yes,No
1017827,Closed with explanation,Yes,No
981832,Closed with monetary relief,Yes,No
981833,Closed with explanation,Yes,Yes
997191,Closed with explanation,Yes,No
1004064,Closed with monetary relief,No,
981838,Closed with explanation,Yes,No
989009,Closed with non-monetary relief,Yes,No
1010773,Closed with explanation,Yes,No
1004071,Closed with explanation,Yes,Yes
981553,Closed with explanation,Yes,No
1011467,Closed with explanation,Yes,No
981846,Closed with explanation,Yes,Yes
996431,Closed with explanation,Yes,No
1019357,Closed,Yes,Yes
1011471,Closed with explanation,Yes,No
1012971,Closed with explanation,Yes,Yes
981859,Closed with explanation,Yes,Yes
989342,Closed with explanation,Yes,No
1011475,Closed with non-monetary relief,Yes,No
981869,Closed with explanation,Yes,No
1011481,Closed with explanation,Yes,No
1018411,Closed with explanation,Yes,Yes
997222,Closed with non-monetary relief,Yes,No
997223,Closed with explanation,Yes,No
1004092,Closed with non-monetary relief,Yes,No
989035,Closed with non-monetary relief,Yes,No
1019375,Closed with explanation,Yes,No
981883,Closed with non-monetary relief,Yes,No
1018418,Closed with explanation,Yes,No
1018419,Closed with explanation,Yes,No
1011493,Closed with explanation,Yes,No
989228,Closed with explanation,Yes,No
1011498,Closed with non-monetary relief,Yes,No
1018430,Closed with explanation,Yes,No
997239,Closed with explanation,Yes,Yes
1011503,Closed with explanation,Yes,No
997240,Closed with explanation,Yes,No
997242,Closed with explanation,Yes,No
981894,Closed with explanation,Yes,Yes
1003012,Closed with explanation,Yes,No
1011505,Closed with explanation,Yes,Yes
981898,Closed with explanation,Yes,No
1011510,Closed with explanation,Yes,No
981899,Closed with monetary relief,Yes,No
1011426,Closed with explanation,Yes,No
981903,Closed with explanation,Yes,No
1011515,Closed with explanation,Yes,Yes
1018445,Closed with non-monetary relief,Yes,No
1019323,Closed with explanation,Yes,No
981908,Closed with monetary relief,Yes,No
981904,Closed with explanation,Yes,No
983312,Closed with non-monetary relief,Yes,No
989069,Closed with explanation,Yes,No
1004127,Closed with explanation,Yes,No
1011526,Closed with explanation,Yes,No
989072,Closed with explanation,Yes,No
997272,Closed with non-monetary relief,Yes,No
996552,Closed with explanation,Yes,No
1019333,Closed with non-monetary relief,Yes,No
1018458,Closed with explanation,Yes,Yes
991718,Closed with monetary relief,Yes,No
988894,Closed with explanation,Yes,No
1004143,Closed with explanation,Yes,Yes
1011546,Closed with explanation,Yes,No
1011542,Closed with explanation,Yes,No
1004585,Closed with explanation,Yes,No
1013084,Closed with explanation,Yes,No
983284,Closed with explanation,Yes,No
1019013,Closed with explanation,Yes,No
1011552,Closed with monetary relief,Yes,No
1019346,Closed with explanation,Yes,Yes
1011556,Closed with explanation,Yes,No
1002898,Closed with non-monetary relief,Yes,No
1012935,Closed with explanation,Yes,No
982330,Closed with explanation,Yes,No
982313,Closed with explanation,Yes,No
1004139,Closed with explanation,Yes,No
1011560,Closed with explanation,Yes,No
981621,Closed with explanation,Yes,No
981789,Closed with non-monetary relief,Yes,No
989618,Closed with monetary relief,Yes,No
1011564,Closed with explanation,Yes,No
1026047,Closed with non-monetary relief,Yes,No
1019379,Closed with explanation,Yes,Yes
1026501,Closed with explanation,Yes,No
983306,Closed,Yes,Yes
1011711,Closed with non-monetary relief,Yes,No
1013152,Closed with explanation,Yes,No
990845,Closed with explanation,Yes,No
1013010,Closed with explanation,Yes,Yes
989109,Closed with explanation,Yes,No
1011709,Closed with explanation,Yes,No
982462,Closed with explanation,Yes,No
1013142,Closed with explanation,Yes,No
1012021,Closed with explanation,Yes,No
1011567,Closed with explanation,Yes,Yes
1034302,Closed with explanation,Yes,No
1004200,Closed with explanation,No,Yes
1034320,Closed with explanation,Yes,No
1019373,Closed with non-monetary relief,Yes,No
981932,Closed with non-monetary relief,Yes,No
1011791,Closed with explanation,Yes,No
1004213,Untimely response,No,
1042293,Closed with explanation,Yes,No
1011419,Closed with explanation,Yes,No
1011743,Closed with non-monetary relief,Yes,No
1011827,Closed with explanation,Yes,Yes
989139,Closed with explanation,Yes,No
989110,Closed with explanation,Yes,No
1028397,Closed with explanation,Yes,No
989141,Closed with explanation,Yes,Yes
1018525,Closed with explanation,Yes,No
997379,Closed with non-monetary relief,Yes,No
1004227,Closed with explanation,Yes,Yes
1011952,Closed with explanation,Yes,Yes
1018532,Closed with non-monetary relief,Yes,No
989152,Closed with explanation,Yes,No
997397,Closed with explanation,Yes,No
988114,Closed with explanation,Yes,Yes
981983,Closed with explanation,Yes,No
1018547,Closed with explanation,Yes,No
998190,Closed with explanation,Yes,No
1003263,Closed with explanation,Yes,No
989169,Closed with explanation,Yes,No
1018548,Closed with non-monetary relief,Yes,No
1011606,Closed with explanation,Yes,No
988090,Closed with explanation,Yes,No
981562,Closed with explanation,Yes,No
1011608,Closed with explanation,Yes,Yes
989172,Closed with explanation,Yes,No
981992,Closed with explanation,Yes,No
1018562,Closed with explanation,Yes,No
1019284,Closed with explanation,Yes,Yes
989182,Closed with explanation,Yes,No
1004283,Closed with non-monetary relief,Yes,No
1011623,Closed with non-monetary relief,Yes,No
989186,Closed with explanation,Yes,Yes
996489,Closed with explanation,Yes,Yes
989187,Closed with explanation,No,No
1003266,Closed with explanation,Yes,No
997457,Closed with explanation,Yes,No
982015,Closed with explanation,Yes,No
989195,Closed with explanation,Yes,No
1013009,Closed with explanation,Yes,No
982018,Closed with explanation,Yes,No
1002957,Closed with explanation,Yes,No
1004309,Closed with non-monetary relief,Yes,No
997473,Closed with explanation,Yes,No
989207,Closed with explanation,Yes,No
1013051,Closed with explanation,Yes,No
997481,Closed with explanation,Yes,No
1004536,Closed with non-monetary relief,Yes,No
997486,Closed with explanation,Yes,No
1019805,Closed with explanation,Yes,No
982045,Closed with explanation,Yes,No
1004544,Closed with explanation,Yes,No
1003320,Closed with explanation,Yes,No
1004553,Closed with explanation,Yes,No
1019530,Closed with monetary relief,Yes,Yes
989622,Closed with explanation,Yes,No
997510,Closed with explanation,Yes,Yes
1012912,Closed with explanation,Yes,No
1013111,Closed with non-monetary relief,Yes,No
997517,Closed with explanation,Yes,Yes
1003254,Closed with explanation,Yes,No
982066,Closed with monetary relief,Yes,No
1018455,Closed with explanation,Yes,No
989581,Closed with explanation,Yes,Yes
1011698,Closed with explanation,Yes,No
997532,Closed with explanation,Yes,No
1011703,Closed with explanation,Yes,Yes
1011704,Closed with non-monetary relief,Yes,No
988018,Closed with explanation,Yes,No
989241,Closed with monetary relief,Yes,No
982061,Closed with explanation,Yes,No
982090,Closed with non-monetary relief,Yes,No
982080,Closed with explanation,Yes,No
1011716,Closed with non-monetary relief,Yes,Yes
989247,Closed with explanation,Yes,Yes
988181,Closed with explanation,Yes,No
1003116,Closed with explanation,Yes,Yes
1004595,Closed with explanation,Yes,No
1003299,Closed with explanation,Yes,No
1011725,Closed with explanation,Yes,No
996417,Closed with explanation,No,No
997567,Closed with explanation,Yes,Yes
1004610,Closed with explanation,Yes,No
1004611,Closed with explanation,Yes,No
1004612,Closed with explanation,Yes,No
1013180,Closed with explanation,Yes,No
988097,Closed with explanation,Yes,No
1012905,Closed with explanation,Yes,No
989277,Closed with explanation,Yes,No
989281,Closed with explanation,Yes,No
1018667,Closed with non-monetary relief,Yes,No
997604,Closed with explanation,Yes,No
982140,Closed with explanation,Yes,No
982145,Closed with monetary relief,Yes,No
1018669,Closed with explanation,Yes,No
983317,Closed with non-monetary relief,Yes,No
997609,Closed with non-monetary relief,Yes,No
1004638,Closed with explanation,Yes,No
996338,Closed with explanation,Yes,Yes
997620,Closed with explanation,Yes,No
1011776,Closed,Yes,No
1004652,Closed with monetary relief,Yes,Yes
1025162,Closed with explanation,Yes,Yes
982157,Closed with explanation,Yes,No
996413,Closed with explanation,Yes,Yes
1011787,Closed with explanation,Yes,No
1025223,Closed with explanation,Yes,Yes
996507,Closed with explanation,Yes,No
997625,Closed with explanation,Yes,No
982166,Closed with non-monetary relief,Yes,No
982167,Closed with explanation,Yes,No
1025232,Closed with monetary relief,Yes,No
1004668,Closed with non-monetary relief,Yes,No
1011796,Closed with explanation,Yes,Yes
1025305,Closed with explanation,Yes,No
981748,Closed with explanation,Yes,Yes
